N = ,1, n = ,4, Step = ,0, Prob(rr) = ,0.238, Prob(fr) = ,0.877, Prob(sr) = ,0.163,Random Number (%) = ,0.147705
N = ,33, n = ,22, Step = ,9, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.48288
N = ,33, n = ,22, Step = ,9, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.154358
N = ,33, n = ,22, Step = ,9, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.049194
N = ,33, n = ,22, Step = ,10, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.242737
N = ,33, n = ,22, Step = ,11, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.570984
N = ,33, n = ,22, Step = ,12, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.476624
N = ,33, n = ,22, Step = ,13, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.778534
N = ,33, n = ,22, Step = ,14, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.328003
N = ,33, n = ,22, Step = ,15, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.078796
N = ,33, n = ,22, Step = ,15, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.252106
N = ,33, n = ,22, Step = ,15, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.183746
N = ,33, n = ,22, Step = ,16, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.64566
N = ,33, n = ,22, Step = ,17, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.053955
N = ,33, n = ,22, Step = ,17, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.517822
N = ,33, n = ,22, Step = ,17, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.549072
N = ,33, n = ,22, Step = ,18, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.117462
N = ,33, n = ,22, Step = ,18, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Follow Recommendation = ,0.454865
N = ,33, n = ,22, Step = ,18, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) Submit Rating = ,0.819
N = ,33, n = ,22, Step = ,19, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.540771
N = ,33, n = ,22, Step = ,20, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.779816
N = ,33, n = ,22, Step = ,21, Prob(rr) = ,0.215, Prob(fr) = ,0.885, Prob(sr) = ,0.181,Random Number (%) = ,0.539978
N = ,34, n = ,3, Step = ,0, Prob(rr) = ,0.204, Prob(fr) = ,0.891, Prob(sr) = ,0.151,Random Number (%) = ,0.377838
N = ,34, n = ,3, Step = ,1, Prob(rr) = ,0.204, Prob(fr) = ,0.891, Prob(sr) = ,0.151,Random Number (%) = ,0.375092
N = ,34, n = ,3, Step = ,2, Prob(rr) = ,0.204, Prob(fr) = ,0.891, Prob(sr) = ,0.151,Random Number (%) = ,0.654724
N = ,35, n = ,23, Step = ,0, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.060577
N = ,35, n = ,23, Step = ,0, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.874115
N = ,35, n = ,23, Step = ,0, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.4953
N = ,35, n = ,23, Step = ,1, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.545685
N = ,35, n = ,23, Step = ,2, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.610779
N = ,35, n = ,23, Step = ,3, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.186035
N = ,35, n = ,23, Step = ,3, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.683655
N = ,35, n = ,23, Step = ,3, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.221283
N = ,35, n = ,23, Step = ,4, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.324005
N = ,35, n = ,23, Step = ,5, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.814178
N = ,35, n = ,23, Step = ,6, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.831848
N = ,35, n = ,23, Step = ,7, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.820129
N = ,35, n = ,23, Step = ,8, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.680389
N = ,35, n = ,23, Step = ,9, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.175537
N = ,35, n = ,23, Step = ,9, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.49353
N = ,35, n = ,23, Step = ,9, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.969543
N = ,35, n = ,23, Step = ,10, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.937469
N = ,35, n = ,23, Step = ,11, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.102325
N = ,35, n = ,23, Step = ,11, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.358398
N = ,35, n = ,23, Step = ,11, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.216522
N = ,35, n = ,23, Step = ,12, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.608307
N = ,35, n = ,23, Step = ,13, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.064148
N = ,35, n = ,23, Step = ,13, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.74176
N = ,35, n = ,23, Step = ,13, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.581268
N = ,35, n = ,23, Step = ,14, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.06778
N = ,35, n = ,23, Step = ,14, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.772949
N = ,35, n = ,23, Step = ,14, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.497681
N = ,35, n = ,23, Step = ,15, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.647095
N = ,35, n = ,23, Step = ,16, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.911621
N = ,35, n = ,23, Step = ,17, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.038055
N = ,35, n = ,23, Step = ,17, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.50824
N = ,35, n = ,23, Step = ,17, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.283264
N = ,35, n = ,23, Step = ,18, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.162933
N = ,35, n = ,23, Step = ,18, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Follow Recommendation = ,0.372833
N = ,35, n = ,23, Step = ,18, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) Submit Rating = ,0.499329
N = ,35, n = ,23, Step = ,19, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.486969
N = ,35, n = ,23, Step = ,20, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.284576
N = ,35, n = ,23, Step = ,21, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.793243
N = ,35, n = ,23, Step = ,22, Prob(rr) = ,0.211, Prob(fr) = ,0.883, Prob(sr) = ,0.171,Random Number (%) = ,0.822632
N = ,36, n = ,19, Step = ,0, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.448639
N = ,36, n = ,19, Step = ,1, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.761292
N = ,36, n = ,19, Step = ,2, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.948883
N = ,36, n = ,19, Step = ,3, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.434204
N = ,36, n = ,19, Step = ,4, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.592255
N = ,36, n = ,19, Step = ,5, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.831665
N = ,36, n = ,19, Step = ,6, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.611877
N = ,36, n = ,19, Step = ,7, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.539185
N = ,36, n = ,19, Step = ,8, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.574982
N = ,36, n = ,19, Step = ,9, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.97641
N = ,36, n = ,19, Step = ,10, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.334442
N = ,36, n = ,19, Step = ,11, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.485229
N = ,36, n = ,19, Step = ,12, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.541138
N = ,36, n = ,19, Step = ,13, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.705566
N = ,36, n = ,19, Step = ,14, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.437256
N = ,36, n = ,19, Step = ,15, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.982758
N = ,36, n = ,19, Step = ,16, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.688904
N = ,36, n = ,19, Step = ,17, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.884796
N = ,36, n = ,19, Step = ,18, Prob(rr) = ,0.226, Prob(fr) = ,0.864, Prob(sr) = ,0.15,Random Number (%) = ,0.487488
N = ,37, n = ,9, Step = ,0, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.07373
N = ,37, n = ,9, Step = ,0, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) Follow Recommendation = ,0.92691
N = ,37, n = ,9, Step = ,1, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.224518
N = ,37, n = ,9, Step = ,2, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.933228
N = ,37, n = ,9, Step = ,3, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.113098
N = ,37, n = ,9, Step = ,3, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) Follow Recommendation = ,0.375275
N = ,37, n = ,9, Step = ,3, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) Submit Rating = ,0.648071
N = ,37, n = ,9, Step = ,4, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.232513
N = ,37, n = ,9, Step = ,5, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.530975
N = ,37, n = ,9, Step = ,6, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.966949
N = ,37, n = ,9, Step = ,7, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.619965
N = ,37, n = ,9, Step = ,8, Prob(rr) = ,0.204, Prob(fr) = ,0.862, Prob(sr) = ,0.175,Random Number (%) = ,0.918091
N = ,38, n = ,27, Step = ,0, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.230011
N = ,38, n = ,27, Step = ,1, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.101929
N = ,38, n = ,27, Step = ,1, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) Follow Recommendation = ,0.376984
N = ,38, n = ,27, Step = ,1, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) Submit Rating = ,0.511749
N = ,38, n = ,27, Step = ,2, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.374023
N = ,38, n = ,27, Step = ,3, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.422333
N = ,38, n = ,27, Step = ,4, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.69635
N = ,38, n = ,27, Step = ,5, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.271576
N = ,38, n = ,27, Step = ,6, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.571625
N = ,38, n = ,27, Step = ,7, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.418152
N = ,38, n = ,27, Step = ,8, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.375824
N = ,38, n = ,27, Step = ,9, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.508453
N = ,38, n = ,27, Step = ,10, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.29422
N = ,38, n = ,27, Step = ,11, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.532562
N = ,38, n = ,27, Step = ,12, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.095734
N = ,38, n = ,27, Step = ,12, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) Follow Recommendation = ,0.197205
N = ,38, n = ,27, Step = ,12, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) Submit Rating = ,0.548218
N = ,38, n = ,27, Step = ,13, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.04303
N = ,38, n = ,27, Step = ,13, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) Follow Recommendation = ,0.397247
N = ,38, n = ,27, Step = ,13, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) Submit Rating = ,0.18634
N = ,38, n = ,27, Step = ,14, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.541077
N = ,38, n = ,27, Step = ,15, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.922058
N = ,38, n = ,27, Step = ,16, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.668335
N = ,38, n = ,27, Step = ,17, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.286957
N = ,38, n = ,27, Step = ,18, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.694946
N = ,38, n = ,27, Step = ,19, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.716125
N = ,38, n = ,27, Step = ,20, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.606659
N = ,38, n = ,27, Step = ,21, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.967773
N = ,38, n = ,27, Step = ,22, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.62674
N = ,38, n = ,27, Step = ,23, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.116394
N = ,38, n = ,27, Step = ,23, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) Follow Recommendation = ,0.655884
N = ,38, n = ,27, Step = ,23, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) Submit Rating = ,0.21521
N = ,38, n = ,27, Step = ,24, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.87262
N = ,38, n = ,27, Step = ,25, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.892303
N = ,38, n = ,27, Step = ,26, Prob(rr) = ,0.186, Prob(fr) = ,0.87, Prob(sr) = ,0.168,Random Number (%) = ,0.733429
N = ,39, n = ,5, Step = ,0, Prob(rr) = ,0.233, Prob(fr) = ,0.878, Prob(sr) = ,0.159,Random Number (%) = ,0.946533
N = ,39, n = ,5, Step = ,1, Prob(rr) = ,0.233, Prob(fr) = ,0.878, Prob(sr) = ,0.159,Random Number (%) = ,0.889374
N = ,39, n = ,5, Step = ,2, Prob(rr) = ,0.233, Prob(fr) = ,0.878, Prob(sr) = ,0.159,Random Number (%) = ,0.504974
N = ,39, n = ,5, Step = ,3, Prob(rr) = ,0.233, Prob(fr) = ,0.878, Prob(sr) = ,0.159,Random Number (%) = ,0.77002
N = ,39, n = ,5, Step = ,4, Prob(rr) = ,0.233, Prob(fr) = ,0.878, Prob(sr) = ,0.159,Random Number (%) = ,0.357208
N = ,40, n = ,16, Step = ,0, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.964783
N = ,40, n = ,16, Step = ,1, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.731842
N = ,40, n = ,16, Step = ,2, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.386841
N = ,40, n = ,16, Step = ,3, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.223602
N = ,40, n = ,16, Step = ,4, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.641724
N = ,40, n = ,16, Step = ,5, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.395599
N = ,40, n = ,16, Step = ,6, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.764679
N = ,40, n = ,16, Step = ,7, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.124451
N = ,40, n = ,16, Step = ,7, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) Follow Recommendation = ,0.733246
N = ,40, n = ,16, Step = ,7, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) Submit Rating = ,0.286652
N = ,40, n = ,16, Step = ,8, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.152191
N = ,40, n = ,16, Step = ,8, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) Follow Recommendation = ,0.099304
N = ,40, n = ,16, Step = ,8, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) Submit Rating = ,0.550903
N = ,40, n = ,16, Step = ,9, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.217133
N = ,40, n = ,16, Step = ,10, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.375061
N = ,40, n = ,16, Step = ,11, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.226532
N = ,40, n = ,16, Step = ,12, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.230042
N = ,40, n = ,16, Step = ,13, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.324982
N = ,40, n = ,16, Step = ,14, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.88858
N = ,40, n = ,16, Step = ,15, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) = ,0.137024
N = ,40, n = ,16, Step = ,15, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) Follow Recommendation = ,0.271454
N = ,40, n = ,16, Step = ,15, Prob(rr) = ,0.217, Prob(fr) = ,0.889, Prob(sr) = ,0.162,Random Number (%) Submit Rating = ,0.939606
N = ,41, n = ,17, Step = ,0, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.260925
N = ,41, n = ,17, Step = ,1, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.801361
N = ,41, n = ,17, Step = ,2, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.462006
N = ,41, n = ,17, Step = ,3, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.270447
N = ,41, n = ,17, Step = ,4, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.582886
N = ,41, n = ,17, Step = ,5, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.92627
N = ,41, n = ,17, Step = ,6, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.244446
N = ,41, n = ,17, Step = ,7, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.888794
N = ,41, n = ,17, Step = ,8, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.306763
N = ,41, n = ,17, Step = ,9, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.148712
N = ,41, n = ,17, Step = ,9, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) Follow Recommendation = ,0.441223
N = ,41, n = ,17, Step = ,9, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) Submit Rating = ,0.688751
N = ,41, n = ,17, Step = ,10, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.433441
N = ,41, n = ,17, Step = ,11, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.795288
N = ,41, n = ,17, Step = ,12, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.122528
N = ,41, n = ,17, Step = ,12, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) Follow Recommendation = ,0.670319
N = ,41, n = ,17, Step = ,12, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) Submit Rating = ,0.330078
N = ,41, n = ,17, Step = ,13, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.99469
N = ,41, n = ,17, Step = ,14, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.406921
N = ,41, n = ,17, Step = ,15, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.336365
N = ,41, n = ,17, Step = ,16, Prob(rr) = ,0.222, Prob(fr) = ,0.866, Prob(sr) = ,0.147,Random Number (%) = ,0.271729
N = ,42, n = ,3, Step = ,0, Prob(rr) = ,0.208, Prob(fr) = ,0.883, Prob(sr) = ,0.156,Random Number (%) = ,0.364624
